,late_canc_reason,arrivalDelay,departureDelay,previousArrivalDelay,previousDepartureDelay,numberOfStops,0,1
0,0,0.0,300.0,0.0,0.0,8,567.5811251570626,538.1430885829151
1,0,567.5811251570626,538.1430885829151,0.0,300.0,8,569.31500229789,456.04746391519564
2,0,569.31500229789,456.04746391519564,567.5811251570626,538.1430885829151,8,569.31500229789,456.04746391519564
3,0,569.31500229789,456.04746391519564,569.31500229789,456.04746391519564,8,569.31500229789,456.04746391519564
4,0,569.31500229789,456.04746391519564,569.31500229789,456.04746391519564,8,569.31500229789,456.04746391519564
5,0,569.31500229789,456.04746391519564,569.31500229789,456.04746391519564,8,569.31500229789,456.04746391519564
6,0,569.31500229789,456.04746391519564,569.31500229789,456.04746391519564,8,569.31500229789,456.04746391519564
7,0,569.31500229789,456.04746391519564,569.31500229789,456.04746391519564,8,,
